id,offer,price,ts
639,92,6110.37,2025-09-05 12:01:27
640,92,5997.01,2025-09-06 12:01:27
641,92,6078.88,2025-09-07 12:01:27
642,92,5957.18,2025-09-08 12:01:27
643,92,5916.18,2025-09-09 12:01:27
644,92,5765.16,2025-09-10 12:01:27
645,93,6302.22,2025-09-04 12:01:27
646,93,6231.56,2025-09-05 12:01:27
647,93,6301.31,2025-09-06 12:01:27
648,93,6480.30,2025-09-07 12:01:27
649,93,6288.55,2025-09-08 12:01:27
650,93,6196.54,2025-09-09 12:01:27
651,93,6024.28,2025-09-10 12:01:27
652,94,4731.37,2025-09-04 12:01:27
653,94,4857.02,2025-09-05 12:01:27
654,94,4822.90,2025-09-06 12:01:27
655,94,4956.10,2025-09-07 12:01:27
656,94,4937.53,2025-09-08 12:01:27
657,94,4962.60,2025-09-09 12:01:27
658,94,5104.40,2025-09-10 12:01:27
659,95,5587.13,2025-09-04 12:01:27
660,95,5602.46,2025-09-05 12:01:27
661,95,5655.24,2025-09-06 12:01:27
662,95,5635.09,2025-09-07 12:01:27
663,95,5771.08,2025-09-08 12:01:27
664,95,5794.71,2025-09-09 12:01:27
665,95,5924.17,2025-09-10 12:01:27
666,96,5159.05,2025-09-04 12:01:27
667,96,5153.45,2025-09-05 12:01:27
668,96,5036.86,2025-09-06 12:01:27
669,96,5139.17,2025-09-07 12:01:27
670,96,5245.44,2025-09-08 12:01:27
671,96,5255.31,2025-09-09 12:01:27
672,96,5222.19,2025-09-10 12:01:27
673,97,4043.76,2025-09-04 12:01:27
674,97,3970.82,2025-09-05 12:01:27
675,97,3857.80,2025-09-06 12:01:27
676,97,3972.28,2025-09-07 12:01:27
677,97,3889.01,2025-09-08 12:01:27
678,97,3961.99,2025-09-09 12:01:27
679,97,3998.05,2025-09-10 12:01:27
680,98,3779.22,2025-09-04 12:01:27
681,98,3721.35,2025-09-05 12:01:27
682,98,3648.77,2025-09-06 12:01:27
683,98,3558.60,2025-09-07 12:01:27
684,98,3464.55,2025-09-08 12:01:27
685,98,3437.81,2025-09-09 12:01:27
686,98,3421.05,2025-09-10 12:01:27
687,99,3760.44,2025-09-04 12:01:27
688,99,3682.69,2025-09-05 12:01:27
689,99,3784.49,2025-09-06 12:01:27
690,99,3807.82,2025-09-07 12:01:27
691,99,3848.10,2025-09-08 12:01:27
692,99,3921.41,2025-09-09 12:01:27
693,99,3829.09,2025-09-10 12:01:27
694,100,4670.16,2025-09-04 12:01:27
695,100,4565.69,2025-09-05 12:01:27
696,100,4603.88,2025-09-06 12:01:27
697,100,4494.45,2025-09-07 12:01:27
698,100,4369.29,2025-09-08 12:01:27
699,100,4290.62,2025-09-09 12:01:27
700,100,4168.11,2025-09-10 12:01:27
701,101,5388.29,2025-09-04 12:01:27
702,101,5253.98,2025-09-05 12:01:27
703,101,5251.01,2025-09-06 12:01:27
704,101,5206.25,2025-09-07 12:01:27
705,101,5190.31,2025-09-08 12:01:27
706,101,5178.76,2025-09-09 12:01:27
707,101,5183.91,2025-09-10 12:01:27
708,102,4686.33,2025-09-04 12:01:27
709,102,4599.11,2025-09-05 12:01:27
710,102,4704.79,2025-09-06 12:01:27
711,102,4727.07,2025-09-07 12:01:27
712,102,4700.62,2025-09-08 12:01:27
713,102,4756.40,2025-09-09 12:01:27
714,102,4773.14,2025-09-10 12:01:27
715,103,3091.73,2025-09-04 12:01:27
716,103,3022.74,2025-09-05 12:01:27
717,103,3058.95,2025-09-06 12:01:27
718,103,3113.56,2025-09-07 12:01:27
719,103,3175.11,2025-09-08 12:01:27
720,103,3224.12,2025-09-09 12:01:27
721,103,3204.16,2025-09-10 12:01:27
722,104,3345.69,2025-09-04 12:01:27
723,104,3396.55,2025-09-05 12:01:27
724,104,3316.12,2025-09-06 12:01:27
725,104,3246.90,2025-09-07 12:01:27
726,104,3228.53,2025-09-08 12:01:27
727,104,3242.78,2025-09-09 12:01:27
728,104,3295.99,2025-09-10 12:01:27
729,105,3124.85,2025-09-04 12:01:27
730,105,3070.32,2025-09-05 12:01:27
731,105,3135.82,2025-09-06 12:01:27
732,105,3113.56,2025-09-07 12:01:27
733,105,3166.95,2025-09-08 12:01:27
734,105,3233.48,2025-09-09 12:01:27
735,105,3205.20,2025-09-10 12:01:27
736,106,3352.95,2025-09-04 12:01:27
737,106,3269.08,2025-09-05 12:01:27
738,106,3231.30,2025-09-06 12:01:27
739,106,3235.33,2025-09-07 12:01:27
740,106,3235.31,2025-09-08 12:01:27
741,106,3255.84,2025-09-09 12:01:27
742,106,3203.42,2025-09-10 12:01:27
743,107,3207.44,2025-09-04 12:01:27
744,107,3127.96,2025-09-05 12:01:27
745,107,3089.97,2025-09-06 12:01:27
746,107,3015.36,2025-09-07 12:01:27
747,107,3088.46,2025-09-08 12:01:27
748,107,3140.57,2025-09-09 12:01:27
749,107,3104.02,2025-09-10 12:01:27
750,108,2841.43,2025-09-04 12:01:27
751,108,2858.54,2025-09-05 12:01:27
752,108,2832.96,2025-09-06 12:01:27
753,108,2769.81,2025-09-07 12:01:27
754,108,2799.69,2025-09-08 12:01:27
755,108,2783.41,2025-09-09 12:01:27
756,108,2738.09,2025-09-10 12:01:27
757,109,9192.56,2025-09-04 12:01:27
758,109,9289.67,2025-09-05 12:01:27
759,109,9256.73,2025-09-06 12:01:27
760,109,9267.68,2025-09-07 12:01:27
761,109,9271.98,2025-09-08 12:01:27
762,109,9046.52,2025-09-09 12:01:27
763,109,9148.03,2025-09-10 12:01:27
764,110,8777.69,2025-09-04 12:01:27
765,110,9016.83,2025-09-05 12:01:27
766,110,9138.15,2025-09-06 12:01:27
767,110,8976.72,2025-09-07 12:01:27
768,110,9038.75,2025-09-08 12:01:27
769,110,8958.40,2025-09-09 12:01:27
770,110,9074.63,2025-09-10 12:01:27
771,111,7823.85,2025-09-04 12:01:27
772,111,7737.83,2025-09-05 12:01:27
773,111,7628.49,2025-09-06 12:01:27
774,111,7681.57,2025-09-07 12:01:27
775,111,7463.52,2025-09-08 12:01:27
776,111,7272.63,2025-09-09 12:01:27
777,111,7424.08,2025-09-10 12:01:27
778,112,6609.93,2025-09-04 12:01:27
779,112,6742.62,2025-09-05 12:01:27
780,112,6802.62,2025-09-06 12:01:27
781,112,6603.87,2025-09-07 12:01:27
782,112,6630.41,2025-09-08 12:01:27
783,112,6797.82,2025-09-09 12:01:27
784,112,6825.15,2025-09-10 12:01:27
785,113,5960.66,2025-09-04 12:01:27
786,113,6055.16,2025-09-05 12:01:27
787,113,6044.57,2025-09-06 12:01:27
788,113,6184.44,2025-09-07 12:01:27
789,113,6022.44,2025-09-08 12:01:27
790,113,6192.87,2025-09-09 12:01:27
791,113,6249.48,2025-09-10 12:01:27
792,114,6013.89,2025-09-04 12:01:27
793,114,6101.83,2025-09-05 12:01:27
794,114,6205.07,2025-09-06 12:01:27
795,114,6085.00,2025-09-07 12:01:27
796,114,6102.64,2025-09-08 12:01:27
797,114,6024.56,2025-09-09 12:01:27
798,114,6153.37,2025-09-10 12:01:27
799,115,4723.52,2025-09-04 12:01:27
800,115,4583.19,2025-09-05 12:01:27
801,115,4665.37,2025-09-06 12:01:27
802,115,4767.50,2025-09-07 12:01:27
803,115,4694.81,2025-09-08 12:01:27
804,115,4665.62,2025-09-09 12:01:27
805,115,4709.41,2025-09-10 12:01:27
806,116,4966.48,2025-09-04 12:01:27
807,116,5059.08,2025-09-05 12:01:27
808,116,5172.52,2025-09-06 12:01:27
809,116,5228.86,2025-09-07 12:01:27
810,116,5223.42,2025-09-08 12:01:27
811,116,5213.29,2025-09-09 12:01:27
812,116,5233.88,2025-09-10 12:01:27
813,117,5167.33,2025-09-04 12:01:27
814,117,5312.62,2025-09-05 12:01:27
815,117,5447.86,2025-09-06 12:01:27
816,117,5578.38,2025-09-07 12:01:27
817,117,5577.71,2025-09-08 12:01:27
818,117,5638.66,2025-09-09 12:01:27
819,117,5662.61,2025-09-10 12:01:27
820,118,9361.30,2025-09-04 12:01:27
821,118,9525.43,2025-09-05 12:01:27
822,118,9687.95,2025-09-06 12:01:27
823,118,9616.22,2025-09-07 12:01:27
824,118,9815.08,2025-09-08 12:01:27
825,118,9621.33,2025-09-09 12:01:27
826,118,9770.28,2025-09-10 12:01:27
827,119,8862.94,2025-09-04 12:01:27
828,119,8884.39,2025-09-05 12:01:27
829,119,8764.86,2025-09-06 12:01:27
830,119,8576.98,2025-09-07 12:01:27
831,119,8746.65,2025-09-08 12:01:27
832,119,8895.81,2025-09-09 12:01:27
833,119,8875.22,2025-09-10 12:01:27
834,120,8558.05,2025-09-04 12:01:27
835,120,8585.81,2025-09-05 12:01:27
836,120,8398.35,2025-09-06 12:01:27
837,120,8205.80,2025-09-07 12:01:27
838,120,7995.73,2025-09-08 12:01:27
839,120,8113.59,2025-09-09 12:01:27
840,120,7920.77,2025-09-10 12:01:27
841,121,8076.20,2025-09-04 12:01:27
842,121,8296.07,2025-09-05 12:01:27
843,121,8256.45,2025-09-06 12:01:27
844,121,8393.34,2025-09-07 12:01:27
845,121,8440.95,2025-09-08 12:01:27
846,121,8287.70,2025-09-09 12:01:27
847,121,8448.90,2025-09-10 12:01:27
848,122,8415.59,2025-09-04 12:01:27
849,122,8202.53,2025-09-05 12:01:27
850,122,8092.36,2025-09-06 12:01:27
851,122,7939.40,2025-09-07 12:01:27
852,122,7823.58,2025-09-08 12:01:27
853,122,8038.27,2025-09-09 12:01:27
854,122,8180.42,2025-09-10 12:01:27
855,123,8152.42,2025-09-04 12:01:27
856,123,8090.93,2025-09-05 12:01:27
857,123,8294.58,2025-09-06 12:01:27
858,123,8202.09,2025-09-07 12:01:27
859,123,8066.77,2025-09-08 12:01:27
860,123,8264.25,2025-09-09 12:01:27
861,123,8388.34,2025-09-10 12:01:27
862,124,4098.08,2025-09-04 12:01:27
863,124,4085.26,2025-09-05 12:01:27
864,124,3966.95,2025-09-06 12:01:27
865,124,3891.92,2025-09-07 12:01:27
866,124,3896.00,2025-09-08 12:01:27
867,124,3820.27,2025-09-09 12:01:27
868,124,3705.99,2025-09-10 12:01:27
869,125,4666.05,2025-09-04 12:01:27
870,125,4795.84,2025-09-05 12:01:27
871,125,4681.88,2025-09-06 12:01:27
872,125,4563.80,2025-09-07 12:01:27
873,125,4538.45,2025-09-08 12:01:27
874,125,4593.44,2025-09-09 12:01:27
875,125,4714.51,2025-09-10 12:01:27
876,126,4223.95,2025-09-04 12:01:27
877,126,4349.77,2025-09-05 12:01:27
878,126,4267.33,2025-09-06 12:01:27
879,126,4286.81,2025-09-07 12:01:27
880,126,4259.36,2025-09-08 12:01:27
881,126,4183.70,2025-09-09 12:01:27
882,126,4231.91,2025-09-10 12:01:27
883,127,2214.98,2025-09-04 12:01:27
884,127,2257.77,2025-09-05 12:01:27
885,127,2223.01,2025-09-06 12:01:27
886,127,2180.54,2025-09-07 12:01:27
887,127,2145.44,2025-09-08 12:01:27
888,127,2137.86,2025-09-09 12:01:27
889,127,2101.93,2025-09-10 12:01:27
890,128,2124.28,2025-09-04 12:01:27
891,128,2177.89,2025-09-05 12:01:27
892,128,2201.62,2025-09-06 12:01:27
893,128,2266.40,2025-09-07 12:01:27
894,128,2285.98,2025-09-08 12:01:27
895,128,2333.81,2025-09-09 12:01:27
896,128,2265.05,2025-09-10 12:01:27
897,129,2182.30,2025-09-04 12:01:27
898,129,2130.41,2025-09-05 12:01:27
899,129,2083.81,2025-09-06 12:01:27
900,129,2035.69,2025-09-07 12:01:27
901,129,2064.71,2025-09-08 12:01:27
902,129,2032.15,2025-09-09 12:01:27
903,129,2077.25,2025-09-10 12:01:27
904,130,5259.03,2025-09-04 12:01:27
905,130,5219.07,2025-09-05 12:01:27
906,130,5290.38,2025-09-06 12:01:27
907,130,5180.68,2025-09-07 12:01:27
908,130,5211.76,2025-09-08 12:01:27
909,130,5175.81,2025-09-09 12:01:27
910,130,5246.32,2025-09-10 12:01:27
911,131,4848.95,2025-09-04 12:01:27
912,131,4768.67,2025-09-05 12:01:27
913,131,4656.64,2025-09-06 12:01:27
914,131,4593.14,2025-09-07 12:01:27
915,131,4605.87,2025-09-08 12:01:27
916,131,4529.17,2025-09-09 12:01:27
917,131,4430.55,2025-09-10 12:01:27
918,132,4821.93,2025-09-04 12:01:27
919,132,4776.63,2025-09-05 12:01:27
920,132,4708.95,2025-09-06 12:01:27
921,132,4775.40,2025-09-07 12:01:27
922,132,4728.13,2025-09-08 12:01:27
923,132,4821.57,2025-09-09 12:01:27
924,132,4689.57,2025-09-10 12:01:27
925,133,6758.44,2025-09-04 12:01:27
926,133,6911.55,2025-09-05 12:01:27
927,133,6845.06,2025-09-06 12:01:27
928,133,6821.92,2025-09-07 12:01:27
929,133,6937.63,2025-09-08 12:01:27
930,133,7099.72,2025-09-09 12:01:27
931,133,7158.27,2025-09-10 12:01:27
932,134,7090.39,2025-09-04 12:01:27
933,134,7298.55,2025-09-05 12:01:27
934,134,7456.30,2025-09-06 12:01:27
935,134,7522.21,2025-09-07 12:01:27
936,134,7540.67,2025-09-08 12:01:27
937,134,7495.17,2025-09-09 12:01:27
938,134,7377.14,2025-09-10 12:01:27
939,135,7430.44,2025-09-04 12:01:27
940,135,7348.65,2025-09-05 12:01:27
941,135,7421.21,2025-09-06 12:01:27
942,135,7633.47,2025-09-07 12:01:27
943,135,7824.51,2025-09-08 12:01:27
944,135,7905.27,2025-09-09 12:01:27
945,135,7938.56,2025-09-10 12:01:27
946,136,1777.61,2025-09-04 12:01:27
947,136,1781.28,2025-09-05 12:01:27
948,136,1744.94,2025-09-06 12:01:27
949,136,1712.55,2025-09-07 12:01:27
950,136,1694.72,2025-09-08 12:01:27
951,136,1684.23,2025-09-09 12:01:27
952,136,1673.59,2025-09-10 12:01:27
953,137,1759.86,2025-09-04 12:01:27
954,137,1741.52,2025-09-05 12:01:27
955,137,1709.50,2025-09-06 12:01:27
956,137,1693.30,2025-09-07 12:01:27
957,137,1664.04,2025-09-08 12:01:27
958,137,1622.01,2025-09-09 12:01:27
959,137,1666.87,2025-09-10 12:01:27
960,138,1696.83,2025-09-04 12:01:27
961,138,1740.68,2025-09-05 12:01:27
962,138,1707.45,2025-09-06 12:01:27
963,138,1699.19,2025-09-07 12:01:27
964,138,1722.91,2025-09-08 12:01:27
965,138,1737.77,2025-09-09 12:01:27
966,138,1767.16,2025-09-10 12:01:27
967,139,9023.82,2025-09-04 12:01:27
968,139,8765.30,2025-09-05 12:01:27
969,139,9027.03,2025-09-06 12:01:27
970,139,8871.27,2025-09-07 12:01:27
971,139,8796.77,2025-09-08 12:01:27
972,139,8825.40,2025-09-09 12:01:27
973,139,9081.94,2025-09-10 12:01:27
974,140,8301.47,2025-09-04 12:01:27
975,140,8408.51,2025-09-05 12:01:27
976,140,8346.54,2025-09-06 12:01:27
977,140,8544.10,2025-09-07 12:01:27
978,140,8540.29,2025-09-08 12:01:27
979,140,8579.58,2025-09-09 12:01:27
980,140,8806.02,2025-09-10 12:01:27
981,141,8974.27,2025-09-04 12:01:27
982,141,9150.93,2025-09-05 12:01:27
983,141,9065.45,2025-09-06 12:01:27
984,141,8817.19,2025-09-07 12:01:27
985,141,8764.39,2025-09-08 12:01:27
986,141,8560.52,2025-09-09 12:01:27
987,141,8625.46,2025-09-10 12:01:27
988,142,837.31,2025-09-04 12:01:27
989,142,828.93,2025-09-05 12:01:27
990,142,809.96,2025-09-06 12:01:27
991,142,828.45,2025-09-07 12:01:27
992,142,836.96,2025-09-08 12:01:27
993,142,837.78,2025-09-09 12:01:27
994,142,859.26,2025-09-10 12:01:27
995,143,737.90,2025-09-04 12:01:27
996,143,741.70,2025-09-05 12:01:27
997,143,726.73,2025-09-06 12:01:27
998,143,730.91,2025-09-07 12:01:27
999,143,721.07,2025-09-08 12:01:27
1000,143,735.19,2025-09-09 12:01:27
1001,143,750.52,2025-09-10 12:01:27
1002,144,754.54,2025-09-04 12:01:27
1003,144,734.32,2025-09-05 12:01:27
1004,144,731.94,2025-09-06 12:01:27
1005,144,732.51,2025-09-07 12:01:27
1006,144,730.05,2025-09-08 12:01:27
1007,144,748.79,2025-09-09 12:01:27
1008,144,762.29,2025-09-10 12:01:27
1009,145,4143.64,2025-09-04 12:01:27
1010,145,4235.28,2025-09-05 12:01:27
1011,145,4335.36,2025-09-06 12:01:27
1012,145,4439.00,2025-09-07 12:01:27
1013,145,4329.24,2025-09-08 12:01:27
1014,145,4246.06,2025-09-09 12:01:27
1015,145,4295.85,2025-09-10 12:01:27
1016,146,3946.52,2025-09-04 12:01:27
1017,146,3971.54,2025-09-05 12:01:27
1018,146,3866.53,2025-09-06 12:01:27
1019,146,3887.32,2025-09-07 12:01:27
1020,146,3868.58,2025-09-08 12:01:27
1021,146,3976.30,2025-09-09 12:01:27
1022,146,4003.59,2025-09-10 12:01:27
1023,147,3854.16,2025-09-04 12:01:27
1024,147,3910.80,2025-09-05 12:01:27
1025,147,3933.16,2025-09-06 12:01:27
1026,147,3913.05,2025-09-07 12:01:27
1027,147,3816.20,2025-09-08 12:01:27
1028,147,3715.12,2025-09-09 12:01:27
1029,147,3653.75,2025-09-10 12:01:27
1030,148,4112.14,2025-09-04 12:01:27
1031,148,4155.02,2025-09-05 12:01:27
1032,148,4213.52,2025-09-06 12:01:27
1033,148,4088.99,2025-09-07 12:01:27
1034,148,4176.28,2025-09-08 12:01:27
1035,148,4110.38,2025-09-09 12:01:27
1036,148,4142.51,2025-09-10 12:01:27
1037,149,4023.72,2025-09-04 12:01:27
1038,149,4075.69,2025-09-05 12:01:27
1039,149,4103.20,2025-09-06 12:01:27
1040,149,3995.17,2025-09-07 12:01:27
1041,149,4045.46,2025-09-08 12:01:27
1042,149,4041.89,2025-09-09 12:01:27
1043,149,3939.87,2025-09-10 12:01:27
1044,150,3570.74,2025-09-04 12:01:27
1045,150,3505.81,2025-09-05 12:01:27
1046,150,3410.90,2025-09-06 12:01:27
1047,150,3328.28,2025-09-07 12:01:27
1048,150,3276.76,2025-09-08 12:01:27
1049,150,3335.54,2025-09-09 12:01:27
1050,150,3349.38,2025-09-10 12:01:27
1051,151,2254.44,2025-09-04 12:01:27
1052,151,2316.35,2025-09-05 12:01:27
1053,151,2309.06,2025-09-06 12:01:27
1054,151,2324.63,2025-09-07 12:01:27
1055,151,2351.04,2025-09-08 12:01:27
1056,151,2305.68,2025-09-09 12:01:27
1057,151,2358.08,2025-09-10 12:01:27
1058,152,2282.49,2025-09-04 12:01:27
1059,152,2235.26,2025-09-05 12:01:27
1060,152,2274.69,2025-09-06 12:01:27
1061,152,2229.36,2025-09-07 12:01:27
1062,152,2213.96,2025-09-08 12:01:27
1063,152,2212.20,2025-09-09 12:01:27
1064,152,2228.58,2025-09-10 12:01:27
1065,153,2028.43,2025-09-04 12:01:27
1066,153,2025.88,2025-09-05 12:01:27
1067,153,2019.12,2025-09-06 12:01:27
1068,153,2009.76,2025-09-07 12:01:27
1069,153,2056.75,2025-09-08 12:01:27
1070,153,2111.02,2025-09-09 12:01:27
1071,153,2082.04,2025-09-10 12:01:27
1072,154,8099.96,2025-09-04 12:01:27
1073,154,8010.89,2025-09-05 12:01:27
1074,154,8076.78,2025-09-06 12:01:27
1075,154,8135.03,2025-09-07 12:01:27
1076,154,7966.15,2025-09-08 12:01:27
1077,154,8189.86,2025-09-09 12:01:27
1078,154,8378.62,2025-09-10 12:01:27
1079,155,7995.24,2025-09-04 12:01:27
1080,155,8142.13,2025-09-05 12:01:27
1081,155,8073.05,2025-09-06 12:01:27
1082,155,7898.59,2025-09-07 12:01:27
1083,155,7863.80,2025-09-08 12:01:27
1084,155,8070.63,2025-09-09 12:01:27
1085,155,8107.30,2025-09-10 12:01:27
1086,156,8584.39,2025-09-04 12:01:27
1087,156,8341.33,2025-09-05 12:01:27
1088,156,8563.03,2025-09-06 12:01:27
1089,156,8399.88,2025-09-07 12:01:27
1090,156,8620.56,2025-09-08 12:01:27
1091,156,8686.54,2025-09-09 12:01:27
1092,156,8688.16,2025-09-10 12:01:27
1093,157,7887.05,2025-09-04 12:01:27
1094,157,7949.08,2025-09-05 12:01:27
1095,157,7949.39,2025-09-06 12:01:27
1096,157,8159.52,2025-09-07 12:01:27
1097,157,8097.10,2025-09-08 12:01:27
1098,157,8035.64,2025-09-09 12:01:27
1099,157,7931.50,2025-09-10 12:01:27
1100,158,7353.86,2025-09-04 12:01:27
1101,158,7209.23,2025-09-05 12:01:27
1102,158,7379.13,2025-09-06 12:01:27
1103,158,7350.63,2025-09-07 12:01:27
1104,158,7420.01,2025-09-08 12:01:27
1105,158,7310.66,2025-09-09 12:01:27
1106,158,7390.31,2025-09-10 12:01:27
1107,159,7975.17,2025-09-04 12:01:27
1108,159,8184.96,2025-09-05 12:01:27
1109,159,8361.74,2025-09-06 12:01:27
1110,159,8518.22,2025-09-07 12:01:27
1111,159,8617.67,2025-09-08 12:01:27
1112,159,8365.02,2025-09-09 12:01:27
1113,159,8481.85,2025-09-10 12:01:27
1114,160,1932.37,2025-09-04 12:01:27
1115,160,1925.45,2025-09-05 12:01:27
1116,160,1930.24,2025-09-06 12:01:27
1117,160,1967.54,2025-09-07 12:01:27
1118,160,1943.00,2025-09-08 12:01:27
1119,160,1981.86,2025-09-09 12:01:27
1120,160,2034.71,2025-09-10 12:01:27
1121,161,1831.44,2025-09-04 12:01:27
1122,161,1845.21,2025-09-05 12:01:27
1123,161,1829.07,2025-09-06 12:01:27
1124,161,1811.42,2025-09-07 12:01:27
1125,161,1806.68,2025-09-08 12:01:27
1126,161,1808.35,2025-09-09 12:01:27
1127,161,1767.79,2025-09-10 12:01:27
1128,162,1758.02,2025-09-04 12:01:27
1129,162,1711.42,2025-09-05 12:01:27
1130,162,1747.52,2025-09-06 12:01:27
1131,162,1792.65,2025-09-07 12:01:27
1132,162,1765.94,2025-09-08 12:01:27
1133,162,1749.14,2025-09-09 12:01:27
1134,162,1763.68,2025-09-10 12:01:27
1135,163,1075.16,2025-09-04 12:01:27
1136,163,1078.99,2025-09-05 12:01:27
1137,163,1059.16,2025-09-06 12:01:27
1138,163,1048.04,2025-09-07 12:01:27
1139,163,1070.54,2025-09-08 12:01:27
1140,163,1039.67,2025-09-09 12:01:27
1141,163,1013.43,2025-09-10 12:01:27
1142,164,1163.44,2025-09-04 12:01:27
1143,164,1171.14,2025-09-05 12:01:27
1144,164,1165.40,2025-09-06 12:01:27
1145,164,1178.81,2025-09-07 12:01:27
1146,164,1190.82,2025-09-08 12:01:27
1147,164,1217.52,2025-09-09 12:01:27
1148,164,1220.69,2025-09-10 12:01:27
1149,165,1009.45,2025-09-04 12:01:27
1150,165,1011.97,2025-09-05 12:01:27
1151,165,1029.76,2025-09-06 12:01:27
1152,165,1026.13,2025-09-07 12:01:27
1153,165,1002.20,2025-09-08 12:01:27
1154,165,1005.57,2025-09-09 12:01:27
1155,165,1034.97,2025-09-10 12:01:27
1156,166,7409.38,2025-09-04 12:01:27
1157,166,7200.05,2025-09-05 12:01:27
1158,166,7243.24,2025-09-06 12:01:27
1159,166,7380.61,2025-09-07 12:01:27
1160,166,7166.12,2025-09-08 12:01:27
1161,166,7367.84,2025-09-09 12:01:27
1162,166,7321.99,2025-09-10 12:01:27
1163,167,7250.50,2025-09-04 12:01:27
1164,167,7444.94,2025-09-05 12:01:27
1165,167,7408.06,2025-09-06 12:01:27
1166,167,7313.32,2025-09-07 12:01:27
1167,167,7460.70,2025-09-08 12:01:27
1168,167,7538.96,2025-09-09 12:01:27
1169,167,7519.98,2025-09-10 12:01:27
1170,168,6777.89,2025-09-04 12:01:27
1171,168,6591.91,2025-09-05 12:01:27
1172,168,6538.44,2025-09-06 12:01:27
1173,168,6438.11,2025-09-07 12:01:27
1174,168,6424.89,2025-09-08 12:01:27
1175,168,6436.42,2025-09-09 12:01:27
1176,168,6461.59,2025-09-10 12:01:27
1177,169,923.83,2025-09-04 12:01:27
1178,169,901.20,2025-09-05 12:01:27
1179,169,909.99,2025-09-06 12:01:27
1180,169,935.05,2025-09-07 12:01:27
1181,169,921.21,2025-09-08 12:01:27
1182,169,917.93,2025-09-09 12:01:27
1183,169,904.62,2025-09-10 12:01:27
1184,170,993.82,2025-09-04 12:01:27
1185,170,1002.74,2025-09-05 12:01:27
1186,170,973.50,2025-09-06 12:01:27
1187,170,1001.53,2025-09-07 12:01:27
1188,170,981.85,2025-09-08 12:01:27
1189,170,964.65,2025-09-09 12:01:27
1190,170,985.17,2025-09-10 12:01:27
1191,171,893.67,2025-09-04 12:01:27
1192,171,882.42,2025-09-05 12:01:27
1193,171,858.02,2025-09-06 12:01:27
1194,171,833.38,2025-09-07 12:01:27
1195,171,851.49,2025-09-08 12:01:27
1196,171,859.95,2025-09-09 12:01:27
1197,171,875.25,2025-09-10 12:01:27
1198,172,2304.48,2025-09-04 12:01:27
1199,172,2314.50,2025-09-05 12:01:27
1200,172,2354.65,2025-09-06 12:01:27
1201,172,2332.14,2025-09-07 12:01:27
1202,172,2281.58,2025-09-08 12:01:27
1203,172,2231.63,2025-09-09 12:01:27
1204,172,2289.51,2025-09-10 12:01:27
1205,173,2544.47,2025-09-04 12:01:27
1206,173,2484.93,2025-09-05 12:01:27
1207,173,2530.02,2025-09-06 12:01:27
1208,173,2465.76,2025-09-07 12:01:27
1209,173,2426.17,2025-09-08 12:01:27
1210,173,2493.61,2025-09-09 12:01:27
1211,173,2543.91,2025-09-10 12:01:27
1212,174,2383.93,2025-09-04 12:01:27
1213,174,2412.57,2025-09-05 12:01:27
1214,174,2439.29,2025-09-06 12:01:27
1215,174,2401.90,2025-09-07 12:01:27
1216,174,2348.80,2025-09-08 12:01:27
1217,174,2368.58,2025-09-09 12:01:27
1218,174,2403.08,2025-09-10 12:01:27
1219,175,5688.50,2025-09-04 12:01:27
1220,175,5626.70,2025-09-05 12:01:27
1221,175,5498.33,2025-09-06 12:01:27
1222,175,5511.71,2025-09-07 12:01:27
1223,175,5459.65,2025-09-08 12:01:27
1224,175,5344.04,2025-09-09 12:01:27
1225,175,5390.51,2025-09-10 12:01:27
1226,176,5638.44,2025-09-04 12:01:27
1227,176,5520.14,2025-09-05 12:01:27
1228,176,5381.84,2025-09-06 12:01:27
1229,176,5429.10,2025-09-07 12:01:27
1230,176,5504.42,2025-09-08 12:01:27
1231,176,5376.41,2025-09-09 12:01:27
1232,176,5415.48,2025-09-10 12:01:27
1233,177,5065.57,2025-09-04 12:01:27
1234,177,4946.85,2025-09-05 12:01:27
1235,177,5038.18,2025-09-06 12:01:27
1236,177,5139.66,2025-09-07 12:01:27
1237,177,5193.18,2025-09-08 12:01:27
1238,177,5212.47,2025-09-09 12:01:27
1239,177,5344.68,2025-09-10 12:01:27
1240,178,1410.56,2025-09-04 12:01:27
1241,178,1415.90,2025-09-05 12:01:27
1242,178,1417.31,2025-09-06 12:01:27
1243,178,1427.52,2025-09-07 12:01:27
1244,178,1445.51,2025-09-08 12:01:27
1245,178,1469.31,2025-09-09 12:01:27
1246,178,1448.42,2025-09-10 12:01:27
1247,179,1346.10,2025-09-04 12:01:27
1248,179,1354.78,2025-09-05 12:01:27
1249,179,1372.99,2025-09-06 12:01:27
1250,179,1331.92,2025-09-07 12:01:27
1251,179,1333.72,2025-09-08 12:01:27
1252,179,1362.40,2025-09-09 12:01:27
1253,179,1375.29,2025-09-10 12:01:27
1254,180,1244.80,2025-09-04 12:01:27
1255,180,1274.03,2025-09-05 12:01:27
1256,180,1249.43,2025-09-06 12:01:27
1257,180,1281.11,2025-09-07 12:01:27
1258,180,1249.22,2025-09-08 12:01:27
1259,180,1248.08,2025-09-09 12:01:27
1260,180,1283.20,2025-09-10 12:01:27
1261,181,8392.55,2025-09-04 12:01:27
1262,181,8584.97,2025-09-05 12:01:27
1263,181,8384.01,2025-09-06 12:01:27
